datedd|OPERATOR_NAME|COUNTRY_NAME|numuser|active_user|trafficmb|session|duration_s|s5s8_create_session_success_rate|s6a_loc_update_success_rate|dl_retransmitted_packet_rate|ul_retransmitted_packet_rate|internal_Latency|external_latency
2024-12-26|Orange(SWITZERLAND)--Switzerland|Switzerland|1339|529|1394418.9776945114|3772341|128155492.74600002|31.997064534079836|99.61464655132065||||
2024-12-26|KDDI--Japan|Japan(440)|1552|428|329714.9528627396|128031|36863561.02499998||99.74703731199648||||
2024-12-26|Vodafone Czech Republic-Oskar--Czech Republic|Czech Republic|355|122|179272.32360744476|131912|17526289.068999995|89.6525032482791|100.0||||
2024-12-26|T-Mobile(HUNGARY)--Hungary|Hungary|304|63|60288.27583026886|114660|6411742.748|93.42586880526424|99.94572591587516||||
2024-12-26|Africell--Gambia|Gambia|5|0||874||0.2293577981651376|||||
2024-12-26|Telecom New Zealand Limited|New Zealand|1296|430|1399442.7166051865|4414017|127630684.00600012|86.25327508051325|100.0||||
2024-12-26|Bemobile Limited|Papua New Guinea|486|62|402526.2470827103|1271017|32953664.430000026|98.9862261529844|100.0||||
2024-12-26|Otecel S.A|Ecuador|62|8|123171.40661144257|416738|16381668.928999964|63.69183624096127|100.0||||
2024-12-26|Optus--Australia|Australia|10605|2781|3443205.92694664|3201774|347106601.57399994|89.81379147851898|97.85560942663484||||
2024-12-26|Base (KPN,Orange)--Belgium|Belgium|9|8|3659.085796356201|2426|393024.06000000006||||||
2024-12-26|Airtel (Andhra Pradesh)--India(404)|India (404)|377|42|63164.841718673706|65816|9571779.443999996|90.72868313654632|100.0||||
2024-12-26|Belgacom Mobile--Belgium|Belgium|972|372|884682.4857978821|2668826|95040684.54499988|95.1293064435174|100.0||||
2024-12-26|Azercel--Azerbaijan|Azerbaijan|58|21|15394.38738822937|32241|1181853.7990000003|16.296378173243433|100.0||||
2024-12-26|Mobistar S.A.--Belgium|Belgium|304|116|133616.82245731354|169584|17819051.40400004|90.01403049293798|100.0||||
2024-12-26|Telecom Personal SA|Argentina|99|13|25887.198258399963|55421|2829462.3769999985|85.47051027170312|100.0||||
2024-12-26|New Millenium Telecom Services (NMTS)|Aruba|2|0||17||90.0|||||
2024-12-26|Vodafone (TelSim)--Turkey|Turkey|1281|660|1417763.9369344711|1175652|177763835.24399993|90.22250879840928|100.0||||
2024-12-26|Taiwan Mobile (ex TCC)--Taiwan|Taiwan (China)|17804|2518|13030386.641570091|32115266|1137741702.3179994|96.27301386413686|99.6978474754033||||
2024-12-26|CTM--Macao|Macau (China)|2361|1026|3185735.6584510803|9185089|232993667.87600008|88.67612955837008|96.2356067316209||||
2024-12-26|Etisalat(UAE)--United Arab Emirates|United Arab Emirates|8421|1758|6436386.388772011|9561574|608643493.3030002|88.51940995611723|99.16940196941798||||
2024-12-26|Telefonica Brasil S.A. -- Vivo (11)|Brazil|331|18|150433.40545463562|1251839|15348077.97100006|97.46004236472174|100.0||||
2024-12-26|DiGi Telecommunication--Malaysia|Malaysia|54298|18522|72306353.324049|197029000|6545122234.155991|90.2926711951956|99.3821017485872||||
2024-12-26|TelefÃ³nica -- Movistar|Mexico|1605|55|39021.897963523865|97470|3742048.199000009|85.54056058134361|100.0||||
2024-12-26|Telefonica Moviles(SPAIN)--Spain|Spain|1|1|379.41472721099854|126|50996.19||||||
2024-12-26|Turkcel--Turkey|Turkey|3862|1761|7437729.087021828|25793546|842975611.5340048|92.54424523469238|100.0||||
2024-12-26|Vibo--Taiwan|Taiwan (China)|1|0||1|||||||
2024-12-26|Cable & Wireless West Indies Ltd (Turks & Caicos) -- FLOW|TURKS & CAICOS|2|0||14|||||||
2024-12-26|SingTel--Singapore|Singapore|46937|23355|55308575.35958958|49608469|5012654151.054009|91.69723102932136|99.59467349321837||||
2024-12-26|Airtel (Punjab)--India(404)|India (404)|239|68|166063.27760505676|867045|42581109.946999945|91.75844204619514|100.0||||
2024-12-26|Dhiraagu--Maldives|Maldives|496|29|129603.13636684418|669224|15971864.088000026|6.260695771656986|99.47415257665236||||
2024-12-26|CSL (C&W)--Hongkong|Hongkong|16112|4629|19229719.0712204|102363808|1502699717.7189994|87.14629836798986|99.08317674288718||||
2024-12-26|Vietnamobile Telecommunications JSC|Vietnam|8|1|0.0366334915161132|11|206.86||||||
2024-12-26|Vodafone(GERMANY)--Germany|Germany|2940|681|1603577.5767583847|1558163|163499459.82899988|95.78807936256403|99.76206662134602||||
2024-12-26|Telefonica Moviles|Uruguay|114|6|8143.57269859314|28505|2309656.190999994|96.99327165685447|100.0||||
2024-12-26|Vodafone(PORTUGAL)--Portugal|Portugal|357|67|107198.93157482149|333579|10907861.231|85.9174883826363|100.0||||
2024-12-26|TOT Public Company Limited -- dtac-T / LINE / TOT Mobile|Thailand|19|2|66.64697360992432|121|12946.045000000004||||||
2024-12-26|Zong CMPak (ex Paktel)--Pakistan|Pakistan|59|4|758.4518127441406|590|190837.762||95.55555555555556||||
2024-12-26|Airtel (Uttar Pradesh W)--India(404)|India (404)|222|25|25224.13374710083|3634151|4406429.777000001|91.80538582042624|100.0||||
2024-12-26|Claro(PUERTO RICO)--Puerto Rico|Puerto Rico|646|37|12933.27155303955|35783|1125701.6750000014|92.03785488958992|100.0||||
2024-12-26|Swisscom--Switzerland|Switzerland|1734|819|3009242.651618957|34811499|279843672.2739998|94.76070228862734|99.78164220797105||||
2024-12-26|Orange (Voxtel)--Moldova (Republic of)|Moldova (Republic of)|12|1|79.59443092346191|1203|3948.6840000000007|80.0|100.0||||
2024-12-26|Vodafone/Mobifon (Connex)--Romania|Romania|286|30|46428.13011264801|159269|4127769.7630000026|89.59418133730061|100.0||||
2024-12-26|Verizon Wireless(|United States of America(311)|7042|2091|3334877.252759933|12676660|318041064.22199976|89.86701932982099|99.2197751305735||||
2024-12-26|LMT--Latvia|Latvia|36|13|55483.40452289581|63620|4569436.813000001|95.12067156348374|100.0||||
2024-12-26|Telkomcel|East Timor|11728|5384|12311656.290848732|9807958|1486831081.9700005|92.59191333762236|99.96246598479873||||
2024-12-26|Itissalat Al Maghrib (Mobile GSM)--Morocco|Morocco|440|73|297280.7140407562|582449|26490622.53199999|77.60216187714211|100.0||||
2024-12-26|TelefÃ³nica MÃ³viles Argentina S.A. -- Movistar|Argentina|109|8|8694.372392654419|25201|351111.13999999966|90.89121887287024|100.0||||
2024-12-26|Unitel(MONGOLIA)--Mongolia|Mongolia|69|7|30521.966274261475|7753|1658706.464999999|95.14271407110668|100.0||||
2024-12-26|Airtel (Madhya Pradesh)--India(404)|India (404)|124|16|17667.700742721558|36021|2924458.814|94.0040650406504|100.0||||
2024-12-26|AWCC--Afghanistan|Afghanistan|33|1|0.1096134185791015|6597|78.816|0.2134471718249733|100.0||||
2024-12-26|Orange (Iteneris)--France||2181|896|2284981.057281494|2525492|220162233.45100003|89.3111646491204|99.79906091734844||||
2024-12-26|Slovak Telecom (ex T-Mobile,EuroTel)--Slovak Republic|Slovak Republic|331|87|184096.52635097504|246593|20367470.211999957|93.6550262379707|100.0||||
2024-12-26|Dialog Axiata (ex MTN)--Sri Lanka|Sri Lanka|581|141|182666.08694267276|260445|20698735.962|92.42292283574292|100.0||||
2024-12-26|MTS(RUSSIA)--Russia|Russia|1672|164|1088538.4267959597|1427488|90014905.12799998|87.69487686209247|99.975944190522||||
2024-12-26|Telefonica O2 (CellNet)--United Kingdom|United Kingdom(234)|465|294|276877.83525180817|424731|30808536.84799998|93.01329103807802|96.8665877032411||||
2024-12-26|T-mobile (ex Ben)--Netherlands|Netherlands|2404|543|629513.5533037186|495030|70923118.28599988|86.0701726658501|100.0||||
2024-12-26|Digicel Fiji--Fiji|Fiji|54|2|172.1108169555664|1929|42460.01200000001|3.489583333333333|100.0||||
2024-12-26|Orange Tunisie SA|Tunisia|80|3|0.0933170318603515|14653|2450.027000000001|3.818091662534533|99.50535861500413||||
2024-12-26|Telia Lietuva AB|Lithuania|17|4|2849.795030593872|1982|200657.79499999995|75.12396694214875|||||
2024-12-26|VIP--SERBIA|SERBIA|12|0||61||1.6666666666666667|100.0||||
2024-12-26|Viettel (Cambodia) Pte. Ltd|CAMBODIA|169492|2774|1661444.7327213287|6121733|188302019.12799984|70.98449691597862|99.73188663831928||||
2024-12-26|Oman Mobile - GTO (Omantel)--Oman|Oman|1553|494|1174412.8583545685|4200645|113866680.67300008|75.50312283136711|99.9842486611362||||
2024-12-26|Mobinil - Arento--Egypt|Egypt|971|255|608019.6707258224|1293037|73493096.33800001|64.96818898352178|100.0||||
2024-12-26|AirTel (Chennai)--India(404)|India (404)|241|34|130136.44257259367|49220|5254718.685|80.03797422134589|100.0||||
2024-12-26|Airtel (Himachal Pradesh)--India(404)|India (404)|33|4|33.302146911621094|1285|47883.40799999998|86.61087866108787|||||
2024-12-26|Meteor--Ireland|Ireland|1|0||2|||||||
2024-12-26|Telenor--Pakistan|Pakistan|911|85|79107.73212051392|156289|9555747.582999997|90.02085334707935|97.45331069609507||||
2024-12-26|Airtel (Delhi)--India(404)|India (404)|747|131|160740.64065361023|179339|16075841.41700002|93.47356538916566|100.0||||
2024-12-26|Idea (Kerala)--India(404)|India (404)|1|1|1633.6528673171997|400|34101.65000000001||||||
2024-12-26|Elisa (Radiolinja)(FINLAND)--Finland|Finland|19|5|5609.208050727844|12128|555556.6439999999|99.77272727272728|||||
2024-12-26|Entel PCS--Chile|Chile|96|17|41082.0337677002|36563|3645256.028999996|96.96400390771774|100.0||||
2024-12-26|MTC/Zain--Kuwait|Kuwait|806|46|146040.99204540253|600662|16041214.664999977|4.210850711717002|99.22314294169873||||
2024-12-26|Tusmobil--Slovenia|Slovenia|93|43|111311.06293487547|364751|11006346.175000012|65.90999508553509|100.0||||
2024-12-26|Vodafone(NETHERLANDS)--Netherlands|Netherlands|1474|387|741846.4572763443|475175|85909686.29400004|86.95691867113848|100.0||||
2024-12-26|Bharti Airtel Ltd. Bihar|India(405)|113|26|64370.314509391785|53078|9637336.200000005|96.63148090655076|100.0||||
2024-12-26|Vodafone(IRELAND)--Ireland|Ireland|159|25|11825.75774383545|27026|1626907.7420000003|70.10770505385253|100.0||||
2024-12-26|EMT--Estonia|Estonia|64|14|8660.201901435852|6928|1385026.7170000009|92.93401965372016|100.0||||
2024-12-26|Xfera Yoigo--Spain|Spain|55|12|18465.96245193481|37850|2967288.4490000024|99.66800387328814|100.0||||
2024-12-26|CamGSM Mobitel--CAMBODIA|CAMBODIA|1|1|626.5597610473633|324|31736.235000000004||||||
2024-12-26|Siminn (Landssimins)--Iceland|Iceland|91|40|76762.57197570801|140670|6745399.044999998|26.161586746909983|100.0||||
2024-12-26|Vodafone (Panafon)--Greece|Greece|593|66|172494.90346336365|191832|15822035.506000005|79.64319502635492|100.0||||
2024-12-26|Tele2 - Comviq--Sweden|Sweden|33|19|22322.00018787384|30059|2231291.509|99.71156619555812|100.0||||
2024-12-26|China Mobile--China|China|31460|10204|69027877.67597008|400890926|5552307107.655003|94.86940548486491|99.10812730347467||||
2024-12-26|Viva--Bahrain|Bahrain|314|34|71306.67170333862|239787|12737284.942999989|13.678969750899396|99.8684210526316||||
2024-12-26|Airtel (Tamil Nadu)--India(404)|India (404)|501|29|35311.37302303314|50629|3111611.664000007|85.95016168917634|100.0||||
2024-12-26|Orange(LIECHTENSTEIN)--Liechtenstein (Principality of)|Liechtenstein (Principality of)|33|15|17750.96216583252|22316|1852224.256|34.71113198684829|99.8087222647284||||
2024-12-26|NTT Docomo--Japan|Japan(440)|3|2|544.8717613220215|2928|148067.72699999996|100.0|||||
2024-12-26|Vodafone (AirTel)--Spain|Spain|2253|378|685329.8357133865|636015|66174561.503000006|89.34866022385327|100.0||||
2024-12-26|China Telecom--China|China|380|319|1428104.65291214|3211199|115896020.77199996||100.0||||
2024-12-26|Mobicom--Mongolia|Mongolia|1|1|0.0146045684814453|4|7.274||||||
2024-12-26|Smart--Philippines|Philippines|4|0||8|||||||
2024-12-26|OPT New Caledonia|New Caledonia|10|0||816||0.0|||||
2024-12-26|Zain KSA|Saudi Arabia|129|126|125190.36074829102|189999|19333013.709000003||100.0||||
2024-12-26|Soft Bank (Vodafone KK)--Japan|Japan(440)|38678|8587|19168162.308362007|502696364|1770481923.330997|96.62502540262984|99.6092488694606||||
2024-12-26|T-Mobile (ERA,PTC)--Poland|Poland|896|71|94221.3772392273|84238|8872326.125000002|85.88885854724194|99.60649286768324||||
2024-12-26|Vivo S.A.|Brazil|168|12|23582.57351398468|31715|2967980.370000012|68.75|100.0||||
2024-12-26|Du--United Arab Emirates|United Arab Emirates|3718|1084|3341283.058790207|4579808|331660135.5429997|85.56413492816482|99.1673454611277||||
2024-12-26|Telenor (Vodafone,Europolitn)--Sweden|Sweden|279|61|103579.37020397186|303505|10804846.716000004|12.996005596220522|100.0||||
2024-12-26|Kyivstar--Ukraine|Ukraine|55|3|9.909394264221191|3282|11358.042999999989|89.58333333333334|100.0||||
2024-12-26|A1 Austria Telekom (Mobilkom)--Austria|Austria|141|74|226085.61212730408|307691|17355194.59400003|97.92030613093752|100.0||||
2024-12-26|Telenor (Sonofon)--Denmark|Denmark|88|31|22096.609457969666|40309|1735631.1319999995|74.3907276012516|100.0||||
2024-12-26|T-Mobile(AUSTRIA)--Austria|Austria|1165|452|1011360.2710285188|666645|90984464.453|91.26932558077222|99.99245510789196||||
2024-12-26|KaR-Tel(K-Mobile)--Kazakhstan (Republic of)|Kazakhstan (Republic of)|162|43|93162.0215139389|641916|11425145.676999992|95.97633445901724|100.0||||
2024-12-26|Telenor (Pannon)--Hungary|Hungary|403|77|111793.39161109924|223457|12699374.438999986|86.70163149650645|99.88613072193122||||
2024-12-26|Mobily--Saudi Arabia|Saudi Arabia|36775|21927|136517503.99575996|570772316|22228931769.219864|88.93436347629002|99.0975962448113||||
2024-12-26|China Unicom--China|China|23146|7938|30947569.829319958|48593562|2539015074.2330008|95.02820970984963|99.27748610101564||||
2024-12-26|Bell Mobility--Canada|Canada|368|143|309362.2795391083|384103|24101436.08499999|90.37856620336504|100.0||||
2024-12-26|MTS (MTC,UMC)--Ukraine|Ukraine|1|0||1|||||||
2024-12-26|T-Mobile (Radio)--Czech Republic|Czech Republic|295|125|136096.944814682|144097|14036572.883999998|92.76458803972552|100.0||||
2024-12-26|Cosmote--Greece|Greece|398|44|64925.03096294403|34058|5321508.938000001|94.31503612180136|100.0||||
2024-12-26|Free Mobile--France||22|19|12658.31176662445|7401|836128.1579999999||100.0||||
2024-12-26|KPN (iBasis)--Netherlands|Netherlands|2243|572|947310.808394432|508944|91047739.64000022|88.4199041952916|100.0||||
2024-12-26|Airtel (Kolkata)--India(404)|India (404)|169|20|17773.40882396698|31431|2762123.4480000003|91.34078212290504|100.0||||
2024-12-26|AIS--Thailand|Thailand|48189|5875|27550279.72179985|73466207|2289318847.493002|91.0765257137726|98.44856639270704||||
2024-12-26|Bharti Airtel Ltd. UP East|India(405)|146|16|44100.8567533493|330912|2160146.373999995|94.82751712809008|100.0||||
2024-12-26|Q-Tel--Qatar|Qatar|6251|2093|5555798.578110695|14644137|581066977.4439998|96.51303799655932|99.05263628839228||||
2024-12-26|SmarTone Mobile Communications (Macau) Ltd|Macau (China)|1|0||1|||||||
2024-12-26|KDDI Corporation -- au|Japan(440)|25410|5153|8124315.110891342|25849858|735958946.1960007|96.42178022741624|98.90095887962086||||
2024-12-26|Rogers Wireless--Canada|Canada|1496|463|1050280.2631998062|1676799|96656653.78600007|97.4510869171538|100.0||||
2024-12-26|Al-Wataniya--Kuwait|Kuwait|748|40|108196.04458904266|523580|11233537.45399998|7.823813128873773|99.36189608021878||||
2024-12-26|Sasktel(CANADA)--Canada|Canada|1|1|2.503084182739258|35|389.592||||||
2024-12-26|Airtel (Haryana)--India(404)|India (404)|140|14|15063.540511131288|155501|1775663.2700000005|97.19738651994498|100.0||||
2024-12-26|Airtel (Maharashtra & Goa)--India(404)|India (404)|602|83|200544.42952156067|122448|19337568.229999997|89.92714654562796|99.58115183246072||||
2024-12-26|Packet One Networks(|Malaysia|12|12|14255.63233089447|4361|1437765.0950000004||100.0||||
2024-12-26|Polkomtel--Poland|Poland|499|54|102735.43351268768|385023|10841478.94099999|96.57170368894644|99.86527450319971||||
2024-12-26|HI3G--Sweden|Sweden|40|18|25442.488669395447|69815|1804139.662|98.5981757081133|100.0||||
2024-12-26|Docomo Pacific--United States of America(310)|United States of America(310)|5|0||13||0.0|||||
2024-12-26|DTAC TriNet Company Ltd.|Thailand|5667|1853|7882521.490385056|39953462|871548157.6319982|85.77561729217165|99.8177186791615||||
2024-12-26|Telstra--Australia|Australia|10136|2704|3445151.244771004|3303824|348196245.6860001|88.85552946374229|98.22469410456064||||
2024-12-26|Bouygues--France||2692|1030|2704222.196012497|5731494|265485417.0309997|96.34625636845688|99.99627911591794||||
2024-12-26|Lao Telecommunications|Laos|1352|72|137099.56666755676|508307|13547992.471000008|88.60579338058827|100.0||||
2024-12-26|Celtel (T) Ltd--Tanzania|Tanzania|121|10|22002.534044265747|67546|1123895.7459999984|96.44817778953636|100.0||||
2024-12-26|MIC 1 Alfa--Lebanon|Lebanon|771|7|18.286901473999023|790513|369179.1659999971|1.8979906199793644|99.0943856744984||||
2024-12-26|H3G(AUSTRIA)--Austria|Austria|384|179|322467.56058979034|1480092|30978172.34|90.50534499514092|90.83440186161371||||
2024-12-26|Celcom--Malaysia|Malaysia|28336|11888|18865463.628224373|12725537|1958411197.5050013|91.9819119221266|99.50405801521543||||
2024-12-26|Everything Everywhere--United Kingdom|United Kingdom(234)|1866|870|1259835.720134735|1124514|133529326.98100004|95.43715110241595|97.45953432009004||||
2024-12-26|ANTEL--Uruguay|Uruguay|1|0||1|||||||
2024-12-26|Tele2(LITHUANIA)--Lithuania|Lithuania|20|6|1914.7418460845947|3352|183901.585|87.14153561517114|100.0||||
2024-12-26|TeliaSonera--Finland|Finland|741|307|466374.1706295013|556964|46507361.149|92.49589643531851|100.0||||
2024-12-26|E-Plus--Germany|Germany|2|1|704.9521255493164|505|167560.0800000002||100.0||||
2024-12-26|P&T Luxemb--Luxembourg|Luxembourg|74|34|68080.60408401489|47889|6241416.065000005|92.15040217075298|100.0||||
2024-12-26|Chunghwa Telecom--Taiwan|Taiwan (China)|19457|1271|3997161.0147914886|2076922|327025929.4209991|88.41497701030625|99.67109249225336||||
2024-12-26|Croatian Telecom (ex T- Mobile)--Croatia|Croatia|237|66|139891.67901325226|157829|15747621.435000012|96.14345951580044|100.0||||
2024-12-26|Unitel/Beeline--Uzbekistan|Uzbekistan|238|82|310764.65470027924|2324695|42117476.91900006|70.02280210627426|100.0||||
2024-12-26|True Move H Universal Communication|Thailand|5170|1882|6719000.002827644|22910682|537468539.9439993|90.40481218048456|99.54612427388352||||
2024-12-26|Telenor Mobile--Norway|Norway|460|203|529982.1816425323|688291|45698560.92499987|47.978181638680695|99.65822126458131||||
2024-12-26|DST--Brunei|Brunei|3270|354|1749584.4849185944|2704931|185541695.25500005|64.10204543428623|99.9464005937165||||
2024-12-26|Vodafone(MALTA)--Malta|Malta|183|19|73068.24831962585|557888|8041550.594999976|94.1096331056406|100.0||||
2024-12-26|Vodafone(EGYPT)--Egypt|Egypt|3930|382|1215628.3298082352|2311979|208532155.5369973|82.63280391947583|99.985575040699||||
2024-12-26|Vietnam Mobile Telecom Services Company|Vietnam|3817|1900|10990478.164460182|27793754|1143770662.410999|93.87580175327966|99.93058483072524||||
2024-12-26|H3G(DENMARK)--Denmark|Denmark|26|12|7501.509971618652|1352|409055.514||100.0||||
2024-12-26|Tele2(ESTONIA)--Estonia|Estonia|55|16|65477.4290266037|63341|4842232.151000008|99.37754995292394|100.0||||
2024-12-26|Cable & Wireless (Guernsey)--United Kingdom|United Kingdom(234)|1|0||2|||||||
2024-12-26|T-Mobile(USA)--United States of America(310)|United States of America(310)|8942|2016|3208360.733693123|3462641|320397355.3250001|96.23341809631223|99.05208098910916||||
2024-12-26|Tunisiana (Orascom)--Tunisia|Tunisia|137|3|40.62282180786133|1142|20387.891|5.991285403050109|96.94656488549616||||
2024-12-26|MTS(BELARUS)--Belarus|Belarus|58|5|1874.650449752808|41383|121678.327|4.258769309550226|100.0||||
2024-12-26|Hutchison--Indonesia|Indonesia|1|1|1491.4274377822876|687|168031.70299999995||||||
2024-12-26|Swisscom Schweiz AG -- Swisscom|Liechtenstein (Principality of)|26|17|17020.55944442749|20924|1994103.696|71.54103983163147|99.0521327014218||||
2024-12-26|Elisa (Radiolinja)(ESTONIA)--Estonia|Estonia|3|0||4|||||||
2024-12-26|AVEA (IS-TIM Aria)--Turkey|Turkey|3510|1727|7540841.444375992|16601292|971615539.2400006|79.12690936006999|99.75379635196865||||
2024-12-26|Telefonica Moviles S.A.|Peru|34|2|89.42037677764893|3905|16542.657999999996|91.18773946360152|100.0||||
2024-12-26|Maxis--Malaysia|Malaysia|101747|26362|108492098.15006256|454440132|10066931820.562984|91.7995923841854|99.0310852620892||||
2024-12-26|Srbija Telekom--SERBIA|SERBIA|202|10|1781.4482202529907|197671|404572.7019999999|0.0705379661722242|99.45176960444137||||
2024-12-26|KT (KTF)--South Korea|South Korea|4707|1538|6598859.183447838|6964400|494806413.744001|88.39366374318332|99.00071796999951||||
2024-12-26|Tele2 (Baltcom)--Latvia|Latvia|26|7|32583.935044288635|29442|2756734.7069999976|95.22515933549263|100.0||||
2024-12-26|Bharti Airtel Ltd. West Bengal|India(405)|113|16|20327.699041366577|24398|3147123.9430000023|94.00876330143969|100.0||||
2024-12-26|Airtel (Karnataka)--India(404)|India (404)|561|67|121032.34934139252|123795|11094470.243999995|86.10630753375604|100.0||||
2024-12-26|Bharti Airtel Ltd. Orissa|India(405)|54|9|8587.377640724182|52098|976475.6490000008|95.30996490963288|100.0||||
2024-12-26|Telefonica O2 (Eurotel)--Czech Republic|Czech Republic|15|6|6767.730975151062|5420|555083.847|99.73333333333332|||||
2024-12-26|Nova ehf.|Iceland|64|34|63531.5166053772|141480|5895361.178999999|73.29834208114639|100.0||||
2024-12-26|Airtel (Rajasthan),Hexacom--India(404)|India (404)|206|27|59106.91023159027|3591092|12162153.207999997|95.29057997028664|100.0||||
2024-12-26|Hutch 3G--United Kingdom|United Kingdom(234)|1954|824|1246067.2370967865|2067135|135838333.72099996|95.98491661764626|99.56863665708082||||
2024-12-26|Orange (ex One,Connect)--Austria|Austria|714|337|1292765.6835775375|6535696|120415346.74600008|61.852161879875865|98.47055497005373||||
2024-12-26|TMN--Portugal|Portugal|281|53|96688.88740539552|93862|9063390.758000003|87.51987562276952|100.0||||
2024-12-26|Saudi Telecom Company--Saudi Arabia|Saudi Arabia|45445|25817|118593056.99566936|521304864|17783001441.146973|77.26349590623073|99.20942209865268||||
2024-12-26|NetCom TeliaSonera--Norway|Norway|513|135|276836.9953956604|248919|21974958.697|92.64362476006504|99.96217851739787||||
2024-12-26|Ncell (SNPL) Spice--Nepal|Nepal|116|42|68800.3391866684|337329|13653204.651|98.7710531536042|100.0||||
2024-12-26|Vimpelcom Beeline (KB Impuls)--Russia|Russia|741|102|492689.3044910431|606801|43964723.95|87.88220953358568|100.0||||
2024-12-26|Vodafone (Tamil Nadu)--India(404)|India (404)|1|0||1||100.0|||||
2024-12-26|Sprint (USASP)--United States of America(310)|United States of America(310)|9|4|2801.2407693862915|992|302602.64699999994||100.0||||
2024-12-26|Vodafone Omnitel--Italy|Italy|2534|1142|3415105.973294258|3332639|402057843.1490011|94.31911845730028|98.15403604434064||||
2024-12-26|Wind--Italy|Italy|1551|743|2524261.219388962|6444549|278299535.9340002|96.0830176609685|99.99745728234338||||
2024-12-27|Zain KSA|Saudi Arabia|140|137|139253.85208511353|145189|29535034.953|100.0|100.0||||
2024-12-27|Vodafone(NETHERLANDS)--Netherlands|Netherlands|1472|363|892860.0259199142|494160|91114161.25200012|88.48536063539825|93.39854636865402||||
2024-12-27|Two Degrees (NZ Communications)--New Zealand|New Zealand|894|369|796054.9702386856|1094015|85558762.62899996|95.4767318753018|100.0||||
2024-12-27|Mobicom--Mongolia|Mongolia|1|1|0.0717430114746093|7|49.683||||||
2024-12-27|Verizon Wireless(|United States of America(311)|8136|2282|3594373.388150215|7331125|366411090.957|87.89084704333405|99.9812906344034||||
2024-12-27|Airtel (Uttar Pradesh W)--India(404)|India (404)|211|27|24943.334120750427|466585|3346155.935000001|92.47997657834752|100.0||||
2024-12-27|NTT Docomo--Japan|Japan(440)|8|7|2675.1478605270386|5124|332704.455|100.0|||||
2024-12-27|Telenor--Pakistan|Pakistan|913|80|46592.25212097168|145714|8186397.125999999|87.65428538470412|100.0||||
2024-12-27|AirTel (Chennai)--India(404)|India (404)|239|32|61187.30180931091|48489|5070863.485000001|89.04058116232466|100.0||||
2024-12-27|Bharti Airtel Ltd. West Bengal|India(405)|121|13|23504.050367355347|37147|4153395.788000003|91.47286821705426|100.0||||
2024-12-27|T-mobile (ex Ben)--Netherlands|Netherlands|2443|553|658892.6734571457|567473|72973694.09000003|87.34051567606828|98.02186833628238||||
2024-12-27|Tango--Luxembourg|Luxembourg|61|32|49225.332772254944|142874|6722191.503999994|98.3793460849901|100.0||||
2024-12-27|Airtel (Mumbai)--India(404)|India (404)|619|206|374820.59408187866|305170|40307106.19500004|91.69016769545296|100.0||||
2024-12-27|Orange (MobileCom)--Jordan|Jordan|420|193|906236.1819572448|1003602|73944682.01700014|82.32448169386855|99.97050188928375||||
2024-12-27|ATM Mobilis (AMN)--Algeria|Algeria|132|22|62670.623034477234|4846743|10776066.595000025|98.0241163810296|100.0||||
2024-12-27|Vietnamobile Telecommunications JSC|Vietnam|3|0||3|||||||
2024-12-27|Tcell (Indigo South)--Tajikstan|Tajikstan|7|3|1274.9366836547852|6048|308622.89400000015|65.19903498190591|100.0||||
2024-12-27|Siminn (Landssimins)--Iceland|Iceland|99|43|141978.71968746185|204554|9341267.28799997|38.10510712472035|86.98843416370107||||
2024-12-27|Telekom Deutschland (T-Mobile)--Germany|Germany|3689|890|1739524.794078827|8920903|188028164.5269997|96.79267397173145|98.79831501569232||||
2024-12-27|Dialog Axiata (ex MTN)--Sri Lanka|Sri Lanka|685|190|240791.07903194427|358708|26111990.94600001|95.31868414289386|100.0||||
2024-12-27|Croatian Telecom (ex T- Mobile)--Croatia|Croatia|248|57|164268.7637720108|129613|18308506.382|91.44781570667384|99.65666517390656||||
2024-12-27|Claro(CHILE)--Chile|Chile|2|0||4|||||||
2024-12-27|Airtel (Maharashtra & Goa)--India(404)|India (404)|577|84|182518.10078430176|210038|22585624.959000006|96.0102574027482|100.0||||
2024-12-27|Entel PCS--Chile|Chile|109|21|181362.33141326904|144675|13037011.064000009|97.6269401158648|100.0||||
2024-12-27|Al-Wataniya--Kuwait|Kuwait|698|48|100841.6624546051|668297|10992059.498000003|19.96132569638224|99.73962467849998||||
2024-12-27|KaR-Tel(K-Mobile)--Kazakhstan (Republic of)|Kazakhstan (Republic of)|145|23|54936.79032230377|479045|5139911.365999997|96.43492032709526|100.0||||
2024-12-27|Viva--Bahrain|Bahrain|297|21|74556.787276268|218131|9486628.566999998|4.509865808711234|99.44933920704844||||
2024-12-27|Pelephone Communications Ltd.|Israel|748|348|2799057.395796776|10236058|431257387.5920026|93.86438290952498|98.52505331281634||||
2024-12-27|Telia Mobile (Orange)--Denmark|Denmark|214|91|130952.62719917296|79221|10566652.09900001|92.05814888736631|99.95590828924162||||
2024-12-27|Mobistar S.A.--Belgium|Belgium|223|92|88491.33913707733|115224|9940960.541000005|94.1138093512142|100.0||||
2024-12-27|Vodafone(QATAR)--Qatar|Qatar|1|1|19.472339630126957|14|1718.8300000000002||||||
2024-12-27|H3G(HONG KONG)--Hongkong|Hongkong|5|4|934.3500089645386|524|68811.75400000002||||||
